Queue Pos.,Owner/Developer,Project Name,Date of IR,SP (MW),WP (MW),Type/ Fuel,County,State,Z,Interconnection Point,Utility ,S,Last Update,Availability of Studies,FS Complete/ SGIA Tender,Proposed In-Service,Proposed Initial-Sync,Proposed COD
422,"NextEra Energy Resources, LLC",Eight Point Wind Energy Center,11/7/13,101.2,101.2,W,Steuben-Allegany,NY,C,Bennett 115kV,NYSEG,10,7/31/19,"FES, SRIS, FS",7/9/19,Jul-20,Jul-20,Dec-20
423,Rochester Gas & Electric,University of Rochester,11/17/13,25,25,L,Monroe,NY,B,Station 251,NYSEG,0,7/31/14,,,,,
424,"Boundless Energy NE, LLC",Leeds Path West,11/26/13,N/A,N/A,AC,Greene-Westchester,NY,G-J,Leeds - Millwood 345kV,NM-NG/NYPA/ Cen Hud/ConEd/NYSEG,0,2/28/17,,,,,
425,"NextEra Energy Resources, LLC",Brookfield Wind Energy,12/11/13,100.3,100.3,W,"Chenango, Madison",NY,E,Chadwicks - Yahnundadis 115kV,NM-NG/NYSEG,0,5/31/15,,,,,
426,"North America Transmission, LLC",NS-Knickerbocker-PV,12/11/13,TBD,TBD,AC,Albany-Dutchess,NY,F-G,New Scotland - P. Valley 345kV,NM-NG/ConEd,0,2/28/14,,,,,
427,"Island Park Energy Center, LLC",Island Park Energy Center CCPP,1/24/14,268,295,CT,Nassau,NY,K,Barrett Power Station 138kV,LIPA,0,2/28/17,,,,,
428,"Island Park Energy Center, LLC",Island Park Energy Center SCPP,1/24/14,262,252,CT,Nassau,NY,K,Barrett Power Station 138kV,LIPA,0,2/28/17,,,,,
429,Orange & Rockland,North Rockland Station,2/12/14,N/A,N/A,AC,Steuben,NY,G,Line Y88 345kV,ConEd,6,12/31/19,SIS,N/A,Jun-21,N/A,N/A
430,H.Q. Energy Services U.S. Inc.,Cedar Rapids Transmission,3/5/14,N/A,N/A,AC,St. Lawrence,NY,D,Dennison - Alcoa 115kV,NM-NG,12,12/31/19,"SIS, FS",10/2/18,Dec-20,N/A,N/A
433,"East Hampton Solar Farm, LLC",East Hampton - Phase 1,4/21/14,20,20,S,Suffolk,NY,K,Amagansett Substation 69KV,LIPA,0,5/31/14,,,,,
434,"East Hampton Solar Farm 2, LLC",East Hampton - Phase 2,4/21/14,20,20,S,Suffolk,NY,K,Amagansett Substation 69KV,LIPA,0,5/31/14,,,,,
435,"East Hampton Solar Farm 2, LLC",East Hampton - Phase 3,4/21/14,20,20,S,Suffolk,NY,K,Amagansett Substation 69KV,LIPA,0,5/31/14,,,,,
436,"East Hampton Solar Farm 2, LLC",Riverhead - Phase 1,4/21/14,20,20,S,Suffolk,NY,K,Edwards Substation 69KV,LIPA,0,5/31/14,,,,,
437,"East Hampton Solar Farm 2, LLC",Riverhead - Phase 2,4/21/14,20,20,S,Suffolk,NY,K,Edwards Substation 69KV,LIPA,0,5/31/14,,,,,
438,"East Hampton Solar Farm 2, LLC",Riverhead - Phase 3,4/21/14,20,20,S,Suffolk,NY,K,Edwards Substation 69KV,LIPA,0,5/31/14,,,,,
439,Boston Energy Trading,East Garden City-Valley Stream,5/9/14,TBD,TBD,AC,Nassau,NY,K,E. Garden City-Valley Stream 138kV,LIPA,0,4/30/16,,,,,
440,"Erie Power, LLC",Erie Power,6/2/14,79.4,88,CC,Chautauqua,NY,A,South Ripley Substation 230kV,NM-NG,0,2/28/18,,,,,
441,"East Hampton Solar Farm, LLC",East Hampton Solar,6/9/14,60,60,S,Suffolk,NY,K,Buell Substation 69kV,LIPA,0,1/31/15,,,,,
442,"Riverhead Solar Farm, LLC",Riverhead Solar,6/9/14,24,24,S,Suffolk,NY,K,Edwards Substation 138kV,LIPA,0,5/31/15,,,,,
443,"Manorville Solar, LLC",Manorville Solar,6/9/14,16,16,S,Suffolk,NY,K,Riverhead - Eastport 69kV,LIPA,0,4/30/15,,,,,
444,"Cricket Valley Energy Center, LLC",Cricket Valley Energy Center II,6/18/14,1020,1132,CC,Dutchess,NY,G,Pleasant Valley - Long Mt. 345kV,ConEd,13,1/31/20,"SRIS, FS",7/9/19,Dec-17,,Mar-20
445,"Lighthouse Wind, LLC",Lighthouse Wind,6/30/14,201.3,201.3,W,Niagara,NY,A,AES Somerset Substation 345kV,NYSEG,7,8/31/17,"FES, SRIS",,Aug-20,,Dec-20
446,"Solar Alliance Freedom, Inc.",Jockey Hill Solar,7/21/14,2,2,S,Ulster,NY,G,Hurley Substation 345kV,CenHud,0,9/30/14,,,,,
447,FTS Devco LLC,East Hampton Expansion,7/25/14,20,20,S,Suffolk,NY,K,Amagansett Substation 69kV,LIPA,0,1/31/15,,,,,
448,"Alps Interconnector, LLC",Alps HVDC,8/12/14,600,600,DC,,,F,Alps Substation 345kV,NM-NG,0,11/30/18,,,,,
449,"Stockbridge Wind, LLC",Stockbridge Wind,8/13/14,72.6,72.6,W,Madison,NY,C,Whitman - Oneida 115kV,NM-NG,7,12/31/19,"FES, SRIS",,Apr-23,May-23,Oct-23
450,"Stacy Solar Center, LLC",Stacy Solar,8/20/14,20,20,S,Greene,NY,G,Coxsackie Substation 69kV,CenHud,0,2/28/15,,,,,
451,"Shortsville Solar Center, LLC",Shortsville Solar,8/20/14,20,20,S,Ontario,NY,B,Substation #168 34.5kV,NYSEG,0,10/31/14,,,,,
452,"Taconic Solar Center, LLC",Taconic Solar,8/20/14,10,10,S,Columbia,NY,F,Craryville Substation 34.5kV,NYSEG,0,10/31/14,,,,,
453,"Blue Hill Solar Center, LLC",Blue Hill Solar,8/20/14,20,20,S,Columbia,NY,F,Blue Stores Substation 115kV,NM-NG,0,10/31/14,,,,,
454,"Sabin Solar Center, LLC",Sabin Solar,8/20/14,20,20,S,Herkimer,NY,E,Salisbury Substation 115kV,NM-NG,0,10/31/14,,,,,
455,"Roseway Solar, LLC",Roseway Solar,8/21/14,19.9,19.9,S,Sullivan,NY,E,34.5kV,NYSEG,0,2/28/15,,,,,
456,"ESA Solar NY, LLC",Woodhull Solar,9/9/14,0.7,0.7,S,Steuben,NY,C,Woodhull Substation,NYSEG,0,7/31/15,,,,,
457,RES America Developments Inc.,Bellmont Wind,9/22/14,19.8,19.8,W,,,,"Brainardsville, NY",NYSEG,0,12/31/14,,,,,
458,"TDI-USA Holdings, Inc.",CH Interconnection,10/24/14,1000,1000,DC,Quebec-New York,NY,J,Astoria Annex Substation 345kV,NYPA,9,12/31/19,"FES, SRIS",,Dec-22,Dec-22,Dec-22
459,"ESA Solar NY, LLC",Warsaw Solar,11/5/14,2,2,S,Wyoming,NY,B,Wethersfield Substation 115kV,NYSEG,0,12/31/14,,,,,
460,"Dryden Solar, LLC",Dryden Solar,11/10/14,5,5,S,Thompkins,NY,C,,NYSEG,0,12/31/14,,,,,
461,Consolidated Edison Co. of NY,East River 1 Uprate,12/1/14,2,2,CT,New York,NY,J,East River Complex,ConEd,14,12/31/19,"SRIS, FS",7/9/19,,,I/S
462,Consolidated Edison Co. of NY,East River 2 Uprate,12/1/14,2,2,CT,New York,NY,J,East River Complex,ConEd,14,12/31/19,"SRIS, FS",7/9/19,,,I/S
463,Long Island Clean Energy Project LLC,62 Weeks Rd. Fuel Cell,12/5/14,19.9,19.9,,Suffolk,NY,K,69kV,LIPA,0,1/31/15,,,,,
464,Long Island Clean Energy Project LLC,Pulaski Rd. Fuel Cell,12/5/14,19.9,19.9,,Suffolk,NY,K,138kV,LIPA,0,1/31/15,,,,,
465,Hudson Transmission Partners,Hudson Transmission NY to PJM,12/15/14,675,675,DC,New York,NY,J,W49th St 345kV - Bergen 230kV,ConEd,9,12/31/19,SIS,,Mar-21,N/A,N/A
466,"Atlantic Wind, LLC",Bone Run Wind,12/16/14,132,132,W,Cattaraugus,NY,A,Falconer - Homer Hill 115kV,NM-NG,7,1/31/18,"FES, SRIS",,Nov-21,Nov-21,Dec-21
467,Shoreham Solar Commons LLC,Shoreham Solar,12/22/14,25,25,S,Suffolk,NY,K,Ridge - Wildwood 69kV,LIPA,14,7/31/19,"SRIS, FS",7/9/19,,,I/S
468,Apex Clean Energy LLC,Galloo Island Wind,12/30/14,110.4,110.4,W,Oswego,NY,C,Hammermill - Wine Creek 115kV,NM-NG,8,7/31/19,"FES, SRIS",,Oct-19,,Dec-19
469,NextEra Energy Transmission,Edic-PV 345,1/6/15,TBD,TBD,AC,Oneida-Dutchess,NY,"E, G",Edic - Pleasant Valley 345kV,NM-NG/ConEd,0,5/31/15,,,,,
470,NextEra Energy Transmission,Knickerbocker 115,1/6/15,TBD,TBD,AC,Columbia-Rensselaer,NY,F,Greenbush - Churchtown 115kV,NM-NG/NYSEG/ CHGE,0,5/31/16,,,,,
471,NextEra Energy Transmission,Marcy-Princetown 345,1/6/15,TBD,TBD,AC,Oneida-Albany,NY,"E, F",Marcy - Princetown 345kV,NM-NG/NYPA/ ConEd,0,5/31/16,,,,,
472,NextEra Energy Transmission,Knickerbocker 345,1/6/15,TBD,TBD,AC,Rensselaer-Dutchess,NY,F,Knickerbocker - P. Valley 345kV,NM-NG/ConEd,0,5/31/16,,,,,
473,Calverton Solar LLC,Calverton Solar,1/21/15,10,10,S,Suffolk,NY,K,Riverhead - Wildwood 69kV,LIPA,0,2/28/19,,,,,
474,EDP Renewables North America,North Slope Wind,1/30/15,200,200,W,Franklin-Clinton,NY,D,Patnode 230kV,NYPA,7,3/31/17,"FES, SRIS",,Oct-21,Oct-21,Oct-21
475,"OneEnergy Development, LLC",Windy Hill Solar,2/2/15,20,20,W,Washington,NY,F,Battenkill Substation 115kV,NM-NG,0,7/31/15,,,,,
476,New York State Electric & Gas,"Edic-PV, Oakdale-Fraser",2/12/15,N/A,N/A,AC,Oneida-Delaware,NY,E,"Edic-PV, Oakdale-Fraser 345kV",NM-NG/NYSEG,0,7/31/16,,,,,
477,Riverhead Solar Farm LLC,Riverhead Solar,2/18/15,20,20,S,Suffolk,NY,K,Edwards Substation 138kV,LIPA,14,5/31/19,"FES, SIS, FS",3/16/18,,,I/S
478,Central Hudson Gas & Electric,Hurley Ave PARs,2/17/15,TBD,TBD,AC,Dutchess,NY,G,Hurley Ave 345kV,CHGE/NM-NG/NYSEG,0,3/31/16,,,,,
479,Central Hudson Gas & Electric,"Edic-NS, Hurley PARs",2/17/15,TBD,TBD,AC,Oneida-Dutchess,NY,E-G,"Edic-NS, Hurley Ave 345kV",CHGE/NM-NG/NYSEG/NYPA,0,3/31/16,,,,,
480,National Grid,"Edic-NS, Knickerbocker-PV",2/20/15,TBD,TBD,AC,Oneida-Dutchess,NY,E-G,"Edic-NS, Knickerbocker-PV 345kV",NM-NG/ConEd,0,5/31/16,,,,,
481,National Grid,Leeds - Pleasant Valley,2/20/15,TBD,TBD,AC,Greene-Dutchess,NY,G,Leeds - P. Valley 345kV,NM-NG/ConEd,0,12/31/15,,,,,
482,National Grid,"Edic-NS, NS-Leeds-PV",2/20/15,TBD,TBD,AC,Oneida-Dutchess,NY,"E, G","Edic-NS, NS-Leeds-PV 345kV",NM-NG/ConEd,0,12/31/15,,,,,
483,National Grid,"NS-Leeds, Leeds-PV",2/20/15,TBD,TBD,AC,Albany-Dutchess,NY,"F, G","NS-Leeds, Leeds-PV 345kV",NM-NG/ConEd,0,12/31/15,,,,,
484,National Grid,"Edic-NS, NS-Leeds, Leeds-PV",2/20/15,TBD,TBD,AC,Oneida-Dutchess,NY,"E, G","Edic-NS, NS-Leeds, Leeds-PV 345kV",NM-NG/ConEd,0,12/31/15,,,,,
485,National Grid,Knickerbocker-PV,3/4/15,TBD,TBD,AC,Columbia-Dutchess,NY,"F, G",Knickerbocker - P. Valley 345kV,NM-NG/ConEd,0,5/31/16,,,,,
486,LI Energy Storage System,Buell Battery Storage,3/9/15,20,20,ES,Suffolk,NY,K,East Hampton Substation 69kV,LIPA,0,10/31/15,,,,,
487,"LI Energy Storage System, LLC",Far Rockaway Battery Storage,3/9/15,20,20,ES,Nassau,NY,K,Far Rockaway Substation 69kV,LIPA,9,9/30/19,"FES, SIS",,Oct-21,Nov-21,Dec-21
488,LI Energy Storage System,Glenwood Battery Storage,3/9/15,20,20,ES,Suffolk,NY,K,Glenwood Substation 69kV,LIPA,0,4/30/17,,,,,
489,LI Energy Storage System,Southampton Battery Storage,3/9/15,20,20,ES,Suffolk,NY,K,Southampton 69kV,LIPA,0,10/31/15,,,,,
491,"Yaphank Fuel Cell Park, LLC",Yaphank Fuel Cell Park,3/23/15,19.6,19.6,ES,Suffolk,NY,K,Yaphank Substation 69kV,LIPA,0,7/31/15,,,,,
492,"Setauket Fuel Cell Park, LLC",Setauket Fuel Cell Park,3/23/15,19.6,19.6,FC,Suffolk,NY,K,Terryville Substation 69kV,LIPA,0,9/30/16,,,,,
493,"EPCAL Fuel Cell Park, LLC",EPCAL Fuel Cell Park,3/30/15,19.6,19.6,FC,Suffolk,NY,K,Riverhead 69 kV,LIPA,0,1/31/16,,,,,
494,Alabama Ledge Wind Farm LLC,Alabama Ledge Wind,3/31/15,79.8,79.8,W,Genesee,NY,B,Lockport - Oakfield 115kV,NM-NG,0,1/31/20,,,,,
495,Mohawk Solar LLC,Mohawk Solar,4/2/15,90.5,90.5,S,Montgomery,NY,F,St. Johnsville - Marshville 115kV,NM-NG,9,1/30/20,"FES, SRIS",,May-21,Jun-21,Nov-21
496,"Renovo Energy Center, LLC",Renovo Energy Center,4/13/15,480,504,CC,Clinton,PA,C,Homer City - Mainsburg 345kV,NYSEG,8,12/31/19,"FES, SRIS",,Sep-19,,Jun-20
497,Invenergy Wind Development LLC,Bull Run Wind,4/24/15,303.6,303.6,W,Clinton,NY,D,Patnode 230kV,NYPA,7,9/30/18,"FES, SRIS",,,,Dec-22
498,"ESC Tioga County Power, LLC",Tioga County Power,4/29/15,550,550,CC,Tioga,PA,C,Homer City - Mainsburg 345kV,NYSEG,8,12/31/19,"FES, SRIS",,Jun-20,,May-21
499,Sharon Solar LLC,Sharon Solar,5/7/15,19.6,19.6,S,Schoharie,NY,F,Sharon Substation 69kV,NM-NG,0,10/31/15,,,,,
500,Regeneron Solar LLC,Regeneron Solar,5/12/15,2,2,S,Rensselaer,NY,F,"East Greenbush, NY",NM-NG,0,8/31/15,,,,,
501,Regeneron Solar LLC,Mariaville 2 Solar,5/12/15,2,2,S,Schenectady,NY,F,"Mariaville, NY",NM-NG,0,8/31/15,,,,,
502,Lincoln Park DG LLC,Lincoln Park,5/22/15,18.3,18.3,,Dutchess,NY,F,Lincoln Park Substation,CHGE,0,6/30/15,,,,,
503,East Kingstson DG LLC,East Kingston,5/22/15,18.3,18.3,,Dutchess,NY,F,East Kingston Substation,CHGE,0,6/30/15,,,,,
504,NY DG Holding LLC,Saugerties,5/22/15,18.3,18.3,,Dutchess,NY,F,Saugerties Substation,CHGE,0,6/30/15,,,,,
505,"Ball Hill Wind Energy, LLC",Ball Hill Wind,6/2/15,100,100,W,Chautauqua,NY,A,Dunkirk - Gardenville 230kV,NM-NG,11,1/31/20,"FES, SRIS, FS",7/9/19,Sep-19,Sep-19,Dec-19
0505A,Central Hudson,Hurley Ave & Saugerties,6/5/15,TBD,TBD,AC,Greene-Ulster,NY,G,Hurley Ave & Saugerties 69kV,CHGE,0,10/31/15,,,,,
506,Empire State Connector Corp.,Empire State Connector,6/10/15,1000,1000,DC,Onondaga-New York,NY,"E, J",Marcy - Gowanus 345kV,NYPA/ConEd,7,8/31/19,"FES, SRIS",,Oct-21,,Jan-22
507,"Erie Boulevard Hydropower, LP",Glens Falls Hydro,7/2/15,14.8,14.8,H,Washington,NY,F,Henry St. - Glens Falls 34.5kV,NM-NG,0,12/31/16,,,,,
508,Blue Circle DG LLC,Blue Circle,7/17/15,18.2,18.2,FC,Greene,NY,G,LaFarge - PV 115 kV,NM-NG,0,2/29/16,,,,,
509,North Catskill DG LLC,North Catskill,7/17/15,18.2,18.2,,Greene,NY,G,North Catskill Substation,CHGE,0,8/31/15,,,,,
510,Bayonne Energy Center,Bayonne Energy Center II,8/3/15,120.4,129.4,D,Hudson,NJ,J,Gowanus Substation 345kV,ConEd,14,12/31/19,"SRIS, FS",7/9/19,,,I/S
511,"AG Energy, LP",Ogdensburg,9/4/15,79,90.1,CC,St. Lawrence,NY,E,North Ogdensburg Substation,NM-NG,0,9/30/19,,,,,
512,Northbrook Lyons Falls,Lyons Fills Mill Hydro,9/11/15,2.5,2.5,H,Lewis,NY,E,Taylorville- Boonville 115 kV,NM-NG,0,6/30/19,,,,,
513,Orangeville Energy Storage LLC,Orangeville,9/21/15,20,20,ES,Wyoming,NY,C,Stony Creek 230kV,NYSEG,10,1/31/19,"SIS, FS",1/29/18,Oct-20,,Dec-20
514,RES Americas Developments Inc.,Empire Wind,10/1/15,120,120,W,Rensselaer,NY,F,Stephentown - Greenbush 115kV,NM-NG,0,7/31/18,,,,,
515,North Bergen Liberty Generation Center LLC,Liberty Generation,10/7/15,1000,1000,CC,New York,NY,J,W49th St 345kV,ConEd,0,1/31/18,,,,,
516,East Coast Power LLC,Linden Cogen Uprate,10/12/15,234.4,234.4,CT,Union,NJ,J,Linden Cogen 345kV,ConEd,10,12/31/19,"SRIS, FS",7/9/19,May-20,,May-20
518,PPL Electric Utilities,Compass,10/27/15,N/A,N/A,AC,Rockland,NY,G,Lackawanna - Ramapo 345kV,ConEd,5,12/31/19,FES,,Dec-23,N/A,N/A
519,Canisteo Wind Energy LLC,Canisteo Wind,11/2/15,290.7,290.7,W,Steuben,NY,C,Bennett 115kV,NYSEG,9,10/31/18,"FES, SRIS",,Sep-20,Sep-20,Dec-20
520,EDP Renewables North America,Rolling Upland Wind,12/3/15,72.6,72.6,W,Madison,NY,E,County Line - Brothertown 115kV,NYSEG,7,3/31/18,"FES, SRIS",,Jul-19,,Oct-19
521,"Invenergy NY, LLC",Bull Run II Wind,12/15/15,145.4,145.4,W,Clinton,NY,D,"Patnode-Duley, Ryan-Platts 230kV",NYPA,7,11/30/18,"FES, SRIS",,Dec-21,,Dec-22
522,NYC Energy LLC,NYC Energy,12/16/15,79.9,79.9,ES,New York,NY,J,Hudson Avenue East 138kV,ConEd,0,9/30/19,,,,,
523,Dunkirk Power LLC,Dunkirk Unit 2,12/17/15,75,75,ST,Chautauqua,NY,A,Dunkirk 115kV,NM-NG,8,12/31/19,SRIS,,Jan-20,,Apr-20
524,Dunkirk Power LLC,Dunkirk Unit 3 & 4,12/17/15,370,370,ST,Chautauqua,NY,A,Dunkirk 230kV,NM-NG,8,12/31/19,SRIS,,Jan-20,,Apr-20
525,New York Power Authority,Western NY Energy Link,12/18/15,N/A,N/A,AC,Niagara,NY,A,Niagara - Stolle - Gardenville,NYPA/NYSEG,0,2/28/18,,,,,
526,"Atlantic Wind, LLC",North Ridge Wind,12/23/15,100,100,W,St. Lawrence,NY,D,Malone - Colton 115kV,NM-NG,7,1/31/18,"FES, SRIS",,Nov-20,Nov-20,Dec-20
527,"Atlantic Wind, LLC",Horse Creek Wind,12/23/15,250,250,W,Jefferson,NY,E,Indian River 115kV,NM-NG,0,7/31/17,,,,,
528,National Grid,Moderate Power Transfer,12/30/15,N/A,N/A,AC,Niagara-Erie,NY,A,"Niagara, Erie, Stolle, Gardenville",NM-NG,0,9/30/17,,,,,
529,National Grid,High Power Transfer,12/30/15,N/A,N/A,AC,Niagara-Erie,NY,A,"Niagara, Erie, Stolle, Gardenville",NM-NG,0,9/30/17,,,,,
530,"NextEra Energy Transmission New York, Inc.",Empire State Line,1/4/16,N/A,N/A,AC,Niagara-Erie,NY,A,Dysinger - Stolle 345kV,NYPA/NYSEG,0,1/31/18,,,,,
531,Invenergy Wind Development LLC,Number 3 Wind Energy,1/11/16,105.8,105.8,W,Lewis,NY,E,Taylorville - Boonville 115kV,NM-NG,9,10/31/18,"FES, SRIS",,Sep-20,Sep-20,Dec-20
532,Invenergy Wind Development LLC,Allegany Wind,2/1/16,100,100,W,Allegany,NY,B,Freedom Substation,Village of Arcade,0,3/31/19,,,,,
533,Delano Management LLC,Empire Interconnection,2/3/16,275,275,DC,Nassau,NY,K,Far Rockaway Substation 69kV,LIPA,0,11/30/17,,,,,
534,"OneEnergy Development, LLC",Great Valley Solar,2/3/16,20,20,S,Washington,NY,F,Battenkill 34.5kV Substation,NM-NG,0,7/31/19,,,,,
535,"sPower Development Company, LLC",Riverhead Expansion,2/23/16,36,36,S,Suffolk,NY,K,Edwards Substation 138kV,LIPA,9,1/31/20,"FES, SRIS",,Jul-21,Aug-21,Oct-21
536,Empire Interconnection LLC,Glenwood,4/19/16,275,275,AC,Suffolk,NY,K,Glenwood/Far Rockaway Station 69kV,LIPA,0,11/30/17,,,,,
537,"NextEra Energy Transmission New York, Inc.",Segment A,4/25/16,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Edic - New Scotland 345kV,NM-NG/NYPA,0,1/31/18,,,,,
538,"NextEra Energy Transmission New York, Inc.",Segment B,4/25/16,N/A,N/A,AC,Albany-Dutchess,NY,"F, G",Greenbush - PV 345kV,NM-NG/NYSEG/ CHGE/ConEd,0,10/31/18,,,,,
539,"NextEra Energy Transmission New York, Inc.",Segment B Alt,4/25/16,N/A,N/A,AC,Albany-Dutchess,NY,"F, G",Greenbush - PV 345kV,NM-NG/NYSEG/ CHGE/ConEd,0,10/31/18,,,,,
540,AVANGRID,Connect NY Edic - PV,4/28/16,1000,1000,DC,Oneida-Dutchess,NY,"E, G",Edic - PV 345kV,NM-NG/NYSEG/ ConEd,6,12/31/19,SIS,,Dec-20,,
541,AVANGRID,Connect NY Edic - Ramapo,4/28/16,1000,1000,DC,Oneida-Dutchess,NY,"E, G",Edic - Ramapo 345kV,NM-NG/NYSEG/ O&R,6,12/31/19,SIS,,Dec-20,,
542,National Grid,Segment A Edic-New Scotland,5/4/16,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Edic - New Scotland 345kV,NM-NG,0,1/31/18,,,,,
543,National Grid,Segment B Knickerbocker-PV,5/4/16,N/A,N/A,AC,Albany-Dutchess,NY,"F, G",Greenbush - PV 345kV,NM-NG/NYSEG/ CHGE/ConEd,9,12/31/19,SIS,,Sep-22,,
544,Invenergy Wind Development LLC,Alle Catt Wind,5/4/16,100.5,100.5,W,Cattaraugus,NY,A,Freedom Substation 115kV,Village of Arcade,0,8/31/17,,,,,
545,"Delaware River Solar, LLC",Sky High Solar,5/10/16,20,20,S,Onondaga,NY,C,Tilden -Tully Center 115kV,NM-NG,10,1/31/20,"FES, SIS, FS",10/1/19,Dec-19,Nov-19,Nov-19
0545A,"NextEra Energy Transmission New York, Inc.",Empire State Line Alt,5/17/16,N/A,N/A,AC,Niagara-Erie,NY,A,Dysinger - Stolle 345kV,NYPA/NYSEG,10,12/31/19,"SIS, FS",N/A,Jun-22,N/A,N/A
546,"Atlantic Wind, LLC",Roaring Brook Wind,5/19/16,79.7,79.7,W,Lewis,NY,E,Chases Lake Substation 230kV,NM-NG,9,1/31/20,"FES, SRIS",,Nov-20,Nov-20,Dec-20
547,"North America Transmission, LLC",Dysinger-Stolle,5/25/16,N/A,N/A,AC,Niagara-Erie,NY,A,Dysinger - Stolle 345kV,NYPA/NYSEG/ NM-NG,0,4/30/19,,,,,
548,"North America Transmission, LLC",Dysinger-Stolle-Gardenville,5/25/16,N/A,N/A,AC,Niagara-Erie,NY,A,Dysinger - Gardenville 345kV,NYPA/NYSEG/ NM-NG,0,10/31/17,,,,,
549,"North America Transmission, LLC",Niagara-Dysinger-Stolle-Gardenville,5/25/16,N/A,N/A,AC,Niagara-Erie,NY,A,Niagara - Gardenville 345kV,NYPA/NYSEG/ NM-NG,0,10/31/17,,,,,
550,"North America Transmission, LLC",Dysinger-Stolle-Gardenville II,6/2/16,N/A,N/A,AC,Niagara-Erie,NY,A,Dysinger - Gardenville 345kV,NYPA/NYSEG/ NM-NG,0,10/31/17,,,,,
551,"OneEnergy Development, LLC",Caprock Solar,6/24/16,20,20,S,Monroe,NY,B,South Union - Sweden 115kV,NM-NG,0,8/31/17,,,,,
552,"OneEnergy Development, LLC",Flotilla Solar,6/24/16,20,20,S,Monroe,NY,B,Brockport - Hamlin 115kV,NM-NG,0,8/31/17,,,,,
553,"OneEnergy Development, LLC",Caspian Solar,6/24/16,20,20,S,Monroe,NY,B,Sweden - South Union 115kV,NM-NG,0,8/31/16,,,,,
554,Lookheed Martin,Lockheed Matin MST Syracuse,6/27/16,,,,,,,Lockheed Martin switch 13.8kV,NM-NG,0,7/31/16,,,,,
555,"North America Transmission, LLC",Segment A Base,7/6/16,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Edic - New Scotland 345kV,NM-NG,0,4/30/19,,,,,
556,"LS Power Grid New York, LLC",Segment A Double Circuit,7/6/16,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Edic - New Scotland 345kV,NM-NG,9,12/31/19,SIS,,Jun-20,N/A,N/A
557,"North America Transmission, LLC",Segment A Enhanced,7/6/16,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Edic - New Scotland 345kV,NM-NG,0,4/30/19,,,,,
558,"North America Transmission, LLC",Segment A 765,7/6/16,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Edic - New Scotland 345kV,NM-NG/ NYPA,0,4/30/19,,,,,
559,"North America Transmission, LLC",Segment B Base,7/6/16,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Knickerbocker - PV 345kV,NM-NG/O&R CHGE/ConEd,0,4/30/19,,,,,
560,"Atlantic Wind, LLC",Deer River Wind,7/8/16,100,100,W,Lewis,NY,E,Black River-Lighthouse Hill 115kV,NM-NG,9,7/31/19,"FES, SRIS",,Sep-21,Oct-21,Dec-21
561,Astoria Generating Company LP,Astoria Generating Unit 4,7/18/16,385,385,ST,New York,NY,J,Astoria West Substation 138 kV,ConEd,7,12/31/19,SRIS,,May-20,May-20,May-20
562,"OneEnergy Development, LLC",Hidden Meadow Solar,7/22/16,20,20,S,Columbia-Dutchess,NY,"F, G",Milan - Churchtown 115kV,NM-NG,0,3/31/17,,,,,
563,"Double Lock Solar, LLC",Double Lock Solar,7/25/16,20,20,S,Herkimer,NY,E,St. Johnsville - Marshville 115kV,NM-NG,0,7/31/19,,,,,
564,"Rock District Solar, LLC",Rock District Solar,7/25/16,20,20,S,Schoharie,NY,F,Sharon - Cobleskill 69kV,NM-NG,9,1/31/20,SIS,,Jan-21,Feb-21,Apr-21
565,"Tayandenega Solar, LLC",Tayandenega Solar,7/25/16,20,20,S,Herkimer,NY,F,St. Johnsville - Inghams 115kV,NM-NG,9,12/31/19,SIS,,Jan-21,Feb-21,Apr-21
566,New York Power Authority,MA 1 & 2 Rebuild,8/4/16,N/A,N/A,AC,St. Lawrence-Lewis,NY,"D, E",Moses & Adirondack 230kV,NYPA,6,12/31/19,SIS,,Dec-22,N/A,N/A
567,"Tribes Hill Solar, LLC",Tribes Hill Solar,8/10/16,20,20,S,Montgomery,NY,F,Ephrata - Florida 69KV,NM-NG,0,6/30/18,,,,,
568,"Turkey Hollow Solar, LLC",Turkey Hollow Solar,8/16/16,20,20,S,Delaware,NY,F,Grand Gorge - Axtell Road 115kV,NYSEG,0,1/31/18,,,,,
569,"Hecate Energy, LLC",Greene County,8/17/16,50,50,S,Greene,NY,G,,CHGE,0,9/30/16,,,,,
570,Hecate Energy Albany 1 LLC,Albany County 1,8/17/16,20,20,S,Albany,NY,F,Long Lane - Lafarge 115kV,NM-NG,9,6/30/19,SIS,,May-20,May-20,Jun-20
571,"Heritage Renewables, LLC",Heritage Wind,9/1/16,200.1,200.1,W,Genesee,NY,B,Lockport - Mortimer 115kV,NM-NG,9,12/31/19,"FES, SRIS",,Jul-21,Aug-21,Oct-21
572,Hecate Energy Greene 1 LLC,Greene County 1,9/6/16,20,20,S,Greene,NY,G,Coxsackie - North Catskill 69kV,CHGE,9,12/31/19,SIS,,Nov-20,Nov-20,Dec-20
